work_dir,rt_weight,precursor_mz_weight,spec_weight,spec_sim_type,feature_id,top1_score,top2_avg_score,top3_avg_score,top1_gap,top1_margin,top2_margin,top3_margin,H_norm
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N10193,0.651988193980635,,,,,,,
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N10231,0.9756862358914606,0.8289556179457153,0.697402078630485,0.29346123589149076,0.5413912358914362,,,0.9534894838061007
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N10325,0.7310911973338408,0.7291108223338444,0.7269483844696284,0.003960749999992741,0.07970933396835811,0.10147617409359977,0.11390867209896671,0.9983525654997032
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N10448,0.8239017448933864,0.8128629115600529,0.8070863323486249,0.022077666666667106,0.02836857096761758,,0.11390867209896671,0.9998969003055705
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N10713,0.7581999999999851,0.7496036666666537,0.7467382222222098,0.01719266666666297,0.09839324999999832,0.11686377777777868,0.15093938888889513,0.9968024511502506
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N10743,0.7214231009320564,0.7022463004660242,0.692453804764197,0.0383536009320643,0.04855428757151381,,0.15093938888889513,0.9995875978115681
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N10813,0.6997755993040546,0.6997009991300596,0.6932993159127231,0.0001492003479901527,0.019279649826004608,,0.15093938888889513,0.9999221470514337
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N10937,0.7510859388725494,0.7492337960154063,0.7427587960154055,0.0037042857142860486,0.06486135512075719,0.07753728301815155,0.08487533983889084,0.9990902139564141
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N10951,0.7996967674840821,0.7945966008174179,0.7875839194044835,0.010200333333328482,0.02613821090546742,,0.08487533983889084,0.9999150059726508
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N10978,0.5663410840570371,0.7945966008174179,0.7875839194044835,0.010200333333328482,0.02613821090546742,,0.08487533983889084,0.9999150059726508
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N11103,0.8969728250471192,0.8744462324304495,0.7875839194044835,0.04505318523333934,,,0.08487533983889084,0.9995212405308738
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N11463,0.872079343108464,0.7541954018297663,0.7875839194044835,0.23576788255739556,,,0.08487533983889084,0.982304277360565
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N11510,0.7795029138205559,0.7752609971538881,0.7875839194044835,0.008483833333335689,,,0.08487533983889084,0.9999784039112121
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N11520,0.8529087632987474,0.851805478391915,0.849001778108588,0.0022065698136648493,0.032493298987721686,0.039049651824525244,0.04225290257617387,0.9998428561806011
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N11573,0.8878446308014076,0.8588970248269092,0.7490473498846167,0.05789521194899683,0.35849663080137606,,0.04225290257617387,0.9788215308281758
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N11618,0.8284031441616888,0.7749217720808451,0.6999011620600735,0.10696274416168738,0.27854320214315853,,0.04225290257617387,0.9874994087242869
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N11812,0.693456999999988,0.6797218333333208,0.6671130193255621,0.027470333333334374,0.07096831702328399,0.06370205313439703,0.059040378015529305,0.9993684303354619
example/hyperparams_opt/Hela/unequal_param_set_9,0.8,-0.6000000000000001,0.8,None,N11845,0.665617943274885,0.6483856616123984,0.6671130193255621,0.034464563324973274,,0.06370205313439703,0.059040378015529305,0.9994904175688251
