work_dir,rt_weight,precursor_mz_weight,spec_weight,spec_sim_type,feature_id,top1_score,top2_avg_score,top3_avg_score,top1_gap,top1_margin,top2_margin,top3_margin,H_norm
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N10193,0.5956848631793746,,,,,,,
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N10231,0.6053873333050624,0.5723209166525327,0.5564522777683455,0.06613283330505959,0.08067233330509116,,,0.9982101258774706
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N10325,0.6403049785827492,0.637668542421328,0.6334351338393763,0.005272872322842348,0.02510608565170025,0.025726124071753786,0.025431118548065457,0.9998912110449268
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N10448,0.6857586741967506,0.6812979003376681,0.6783003020927545,0.008921547718165002,0.013453568593823184,,0.025431118548065457,0.9999691319631696
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N10713,0.5934217944502864,0.589804169450284,0.5879352796335278,0.0072352500000048,0.016459544450275976,0.015253669450275176,0.014590654633519717,0.999951731251637
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N10743,0.5613720000000038,0.5592297394228094,0.5468000740643544,0.00428452115438871,0.03943125665255931,,0.014590654633519717,0.9995214122231603
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N10813,0.5461305000000225,0.5437263750000227,0.5416507500000215,0.004808249999999403,0.008631000000003497,,0.014590654633519717,0.9999806618572599
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N10937,0.6447931029043776,0.6436464305208011,0.6395975296486597,0.0022933447671531493,0.031248943348763936,0.036087460414775174,0.03744643238113354,0.9997588909911836
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N10951,0.6558397244635151,0.6530581310674347,0.6519403482927572,0.005563186792160835,0.006134941720113085,,0.03744643238113354,0.9999918087058633
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N10978,0.5570806674590576,0.6530581310674347,0.6519403482927572,0.005563186792160835,0.006134941720113085,,0.03744643238113354,0.9999918087058633
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N11103,0.6720755683130304,0.6622180883577908,0.6519403482927572,0.019714959910479224,,,0.03744643238113354,0.9998401582191081
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N11463,0.6386631182890556,0.6264680536705078,0.6519403482927572,0.024390129237095493,,,0.03744643238113354,0.9997266353657737
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N11510,0.5755517581954576,0.5749047127409135,0.6519403482927572,0.0012940909090881636,,,0.03744643238113354,0.999999086260333
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N11520,0.7208041916425896,0.7107781499373275,0.7033021684060641,0.020052083410524224,0.12390581543029622,0.14436371676878212,0.14806802929568152,0.9965937847606772
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N11573,0.6198655550663863,0.6073398428687837,0.5857077285791988,0.025051424395205135,0.07742205506635713,,0.14806802929568152,0.9986083749268738
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N11618,0.5957571342312529,0.591595494096314,0.5616602460642083,0.00832328026987772,0.09396738423125617,,0.14806802929568152,0.9973486885956182
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N11812,0.6121273913100284,0.6099669304410326,0.6036972181215301,0.00432092173799159,0.03669597018949966,0.03977763344116936,0.0388760333850402,0.9996747680441576
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N11845,0.5862171501684313,0.5795207771960376,0.6036972181215301,0.013392745944787565,,0.03977763344116936,0.0388760333850402,0.9999036846614218
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N12489,0.615808870291102,0.6010199609387821,0.6036972181215301,0.029577818704639824,,0.03977763344116936,0.0388760333850402,0.9995631997489165
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N12501,0.6378456750535867,0.6288747587427537,0.6036972181215301,0.017941832621666154,,0.03977763344116936,0.0388760333850402,0.9998532072669835
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N12514,0.5571040885426042,0.5432103271082858,0.6036972181215301,0.02778752286863695,,0.03977763344116936,0.0388760333850402,0.9995280504849368
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N12521,0.8729118191421525,0.8680211305328807,0.8519727910347911,0.009781377218543774,0.07877595836832241,0.08246535351397777,0.07948542310644668,0.9993371239192865
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N12768,0.7529379531673259,0.7427415900377208,0.7364732353651187,0.020392726259210292,0.029001427147411274,,0.07948542310644668,0.9998762013595994
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N12836,0.5511762497192555,0.7427415900377208,0.7364732353651187,0.020392726259210292,0.029001427147411274,,0.07948542310644668,0.9998762013595994
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N12937,0.5703930000000135,0.5690114999999965,0.5602709999999916,0.0027630000000340438,0.027603000000031575,,0.07948542310644668,0.9997754745718904
example/hyperparams_opt/Hela/equal_param_set_5,0.3,0.3,0.4,None,N13018,0.5890945272278136,0.5830964591294537,0.5602709999999916,0.011996136196719798,,,0.07948542310644668,0.9999236701904813
